,target_path,left_path,right_path,left_correct,block_type,target_name,rotated,symmetrical,hi_difficulty,open
0,baseline,baseline,baseline,baseline,baseline,baseline,baseline,baseline,baseline,baseline
1,stimuli_left/targets/C3.png,stimuli_left/contexts/control/039a.png,stimuli_left/contexts/control/039b.png,True,control,C3,False,True,True,True
2,stimuli_left/targets/A1.png,stimuli_left/contexts/control/014a_novel.png,stimuli_left/contexts/control/014b_novel.png,True,control,A1,False,True,False,False
3,stimuli_left/targets/D4.png,stimuli_left/contexts/control/051a.png,stimuli_left/contexts/control/051b.png,True,control,D4,False,False,True,True
4,stimuli_left/targets/C1_rotated.png,stimuli_left/contexts/control/007b_rotated.png,stimuli_left/contexts/control/007a_rotated.png,False,control,C1,True,True,True,True
5,stimuli_left/targets/B3.png,stimuli_left/contexts/control/042b_novel.png,stimuli_left/contexts/control/042a_novel.png,False,control,B3,False,False,False,False
6,stimuli_left/targets/A2.png,stimuli_left/contexts/control/030a.png,stimuli_left/contexts/control/030b.png,True,control,A2,False,True,False,False
7,stimuli_left/targets/D1.png,stimuli_left/contexts/control/002a_novel.png,stimuli_left/contexts/control/002b_novel.png,True,control,D1,False,False,False,True
8,stimuli_left/targets/B1_rotated.png,stimuli_left/contexts/control/011b_rotated.png,stimuli_left/contexts/control/011a_rotated.png,False,control,B1,True,False,True,False
9,stimuli_left/targets/A3.png,stimuli_left/contexts/test/047b_novel.png,stimuli_left/contexts/test/047a_novel.png,False,test,A3,False,True,True,False
10,stimuli_left/targets/D3_rotated.png,stimuli_left/contexts/test/034b_rotated.png,stimuli_left/contexts/test/034a_rotated.png,False,test,D3,True,False,False,True
11,stimuli_left/targets/C3.png,stimuli_left/contexts/test/039a_novel.png,stimuli_left/contexts/test/039b_novel.png,True,test,C3,False,True,True,True
12,stimuli_left/targets/B1.png,stimuli_left/contexts/test/011a.png,stimuli_left/contexts/test/011b.png,True,test,B1,False,False,True,False
13,stimuli_left/targets/A1.png,stimuli_left/contexts/control/015a_novel.png,stimuli_left/contexts/control/015b_novel.png,True,control,A1,False,True,True,False
14,stimuli_left/targets/A3_rotated.png,stimuli_left/contexts/control/046b_rotated.png,stimuli_left/contexts/control/046a_rotated.png,False,control,A3,True,True,False,False
15,stimuli_left/targets/C1.png,stimuli_left/contexts/control/006b.png,stimuli_left/contexts/control/006a.png,False,control,C1,False,True,False,True
16,stimuli_left/targets/B2.png,stimuli_left/contexts/control/027a.png,stimuli_left/contexts/control/027b.png,True,control,B2,False,False,True,False
17,stimuli_left/targets/D4.png,stimuli_left/contexts/control/050a_novel.png,stimuli_left/contexts/control/050b_novel.png,True,control,D4,False,False,False,True
18,stimuli_left/targets/C2_rotated.png,stimuli_left/contexts/control/022b_novel_rotated.png,stimuli_left/contexts/control/022a_novel_rotated.png,False,control,C2,True,True,False,True
19,stimuli_left/targets/A4.png,stimuli_left/contexts/control/062b_novel.png,stimuli_left/contexts/control/062a_novel.png,False,control,A4,False,True,False,False
20,stimuli_left/targets/C2_rotated.png,stimuli_left/contexts/control/023a_rotated.png,stimuli_left/contexts/control/023b_rotated.png,True,control,C2,True,True,True,True
21,baseline,baseline,baseline,baseline,baseline,baseline,baseline,baseline,baseline,baseline
22,stimuli_left/targets/B2.png,stimuli_left/contexts/test/026a.png,stimuli_left/contexts/test/026b.png,True,test,B2,False,False,False,False
23,stimuli_left/targets/D3.png,stimuli_left/contexts/test/035b.png,stimuli_left/contexts/test/035a.png,False,test,D3,False,False,True,True
24,stimuli_left/targets/B1.png,stimuli_left/contexts/test/010a_novel.png,stimuli_left/contexts/test/010b_novel.png,True,test,B1,False,False,False,False
25,stimuli_left/targets/A4_rotated.png,stimuli_left/contexts/test/062a_rotated.png,stimuli_left/contexts/test/062b_rotated.png,True,test,A4,True,True,False,False
26,stimuli_left/targets/D1.png,stimuli_left/contexts/test/002b.png,stimuli_left/contexts/test/002a.png,False,test,D1,False,False,False,True
27,stimuli_left/targets/D2.png,stimuli_left/contexts/test/019b.png,stimuli_left/contexts/test/019a.png,False,test,D2,False,False,True,True
28,stimuli_left/targets/C2.png,stimuli_left/contexts/test/023b.png,stimuli_left/contexts/test/023a.png,False,test,C2,False,True,True,True
29,stimuli_left/targets/B3_rotated.png,stimuli_left/contexts/test/043a_rotated.png,stimuli_left/contexts/test/043b_rotated.png,True,test,B3,True,False,True,False
30,baseline,baseline,baseline,baseline,baseline,baseline,baseline,baseline,baseline,baseline
31,stimuli_left/targets/D3.png,stimuli_left/contexts/control/034b.png,stimuli_left/contexts/control/034a.png,False,control,D3,False,False,False,True
32,stimuli_left/targets/B3_rotated.png,stimuli_left/contexts/control/042b_rotated.png,stimuli_left/contexts/control/042a_rotated.png,False,control,B3,True,False,False,False
33,stimuli_left/targets/A1.png,stimuli_left/contexts/control/015b.png,stimuli_left/contexts/control/015a.png,False,control,A1,False,True,True,False
34,stimuli_left/targets/D2.png,stimuli_left/contexts/control/018a_novel.png,stimuli_left/contexts/control/018b_novel.png,True,control,D2,False,False,False,True
35,stimuli_left/targets/B4_rotated.png,stimuli_left/contexts/control/059a_rotated.png,stimuli_left/contexts/control/059b_rotated.png,True,control,B4,True,False,True,False
36,stimuli_left/targets/C1.png,stimuli_left/contexts/control/006b_novel.png,stimuli_left/contexts/control/006a_novel.png,False,control,C1,False,True,False,True
37,stimuli_left/targets/B3.png,stimuli_left/contexts/control/043a.png,stimuli_left/contexts/control/043b.png,True,control,B3,False,False,True,False
38,stimuli_left/targets/D3.png,stimuli_left/contexts/control/034a_novel.png,stimuli_left/contexts/control/034b_novel.png,True,control,D3,False,False,False,True
39,stimuli_left/targets/A4_rotated.png,stimuli_left/contexts/control/063b_rotated.png,stimuli_left/contexts/control/063a_rotated.png,False,control,A4,True,True,True,False
40,stimuli_left/targets/D1_rotated.png,stimuli_left/contexts/control/002a_rotated.png,stimuli_left/contexts/control/002b_rotated.png,True,control,D1,True,False,False,True
41,stimuli_left/targets/B2_rotated.png,stimuli_left/contexts/control/027a_novel_rotated.png,stimuli_left/contexts/control/027b_novel_rotated.png,True,control,B2,True,False,True,False
42,stimuli_left/targets/A4.png,stimuli_left/contexts/control/063b_novel.png,stimuli_left/contexts/control/063a_novel.png,False,control,A4,False,True,True,False
43,stimuli_left/targets/C3.png,stimuli_left/contexts/control/038b_novel.png,stimuli_left/contexts/control/038a_novel.png,False,control,C3,False,True,False,True
44,stimuli_left/targets/C2.png,stimuli_left/contexts/control/023a_novel.png,stimuli_left/contexts/control/023b_novel.png,True,control,C2,False,True,True,True
45,stimuli_left/targets/B4_rotated.png,stimuli_left/contexts/control/058b_novel_rotated.png,stimuli_left/contexts/control/058a_novel_rotated.png,False,control,B4,True,False,False,False
46,stimuli_left/targets/D3_rotated.png,stimuli_left/contexts/control/035b_rotated.png,stimuli_left/contexts/control/035a_rotated.png,False,control,D3,True,False,True,True
47,baseline,baseline,baseline,baseline,baseline,baseline,baseline,baseline,baseline,baseline
48,stimuli_left/targets/D4.png,stimuli_left/contexts/test/050b.png,stimuli_left/contexts/test/050a.png,False,test,D4,False,False,False,True
49,stimuli_left/targets/A3.png,stimuli_left/contexts/test/046a.png,stimuli_left/contexts/test/046b.png,True,test,A3,False,True,False,False
50,stimuli_left/targets/C3.png,stimuli_left/contexts/test/038a.png,stimuli_left/contexts/test/038b.png,True,test,C3,False,True,False,True
51,stimuli_left/targets/D1_rotated.png,stimuli_left/contexts/test/003b_rotated.png,stimuli_left/contexts/test/003a_rotated.png,False,test,D1,True,False,True,True
52,stimuli_left/targets/A2.png,stimuli_left/contexts/test/030b_novel.png,stimuli_left/contexts/test/030a_novel.png,False,test,A2,False,True,False,False
53,stimuli_left/targets/D4.png,stimuli_left/contexts/test/051a_novel.png,stimuli_left/contexts/test/051b_novel.png,True,test,D4,False,False,True,True
54,stimuli_left/targets/C1.png,stimuli_left/contexts/test/007a.png,stimuli_left/contexts/test/007b.png,True,test,C1,False,True,True,True
55,stimuli_left/targets/A1_rotated.png,stimuli_left/contexts/test/015b_rotated.png,stimuli_left/contexts/test/015a_rotated.png,False,test,A1,True,True,True,False
56,stimuli_left/targets/C4.png,stimuli_left/contexts/control/054a_novel.png,stimuli_left/contexts/control/054b_novel.png,True,control,C4,False,True,False,True
57,stimuli_left/targets/D1.png,stimuli_left/contexts/control/003b.png,stimuli_left/contexts/control/003a.png,False,control,D1,False,False,True,True
58,stimuli_left/targets/B4.png,stimuli_left/contexts/control/058a.png,stimuli_left/contexts/control/058b.png,True,control,B4,False,False,False,False
59,stimuli_left/targets/B1_rotated.png,stimuli_left/contexts/control/010b_novel_rotated.png,stimuli_left/contexts/control/010a_novel_rotated.png,False,control,B1,True,False,False,False
60,stimuli_left/targets/A1_rotated.png,stimuli_left/contexts/control/014a_rotated.png,stimuli_left/contexts/control/014b_rotated.png,True,control,A1,True,True,False,False
